Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,7.78,5818,1019,12,OVA,6,Finished Airing,"Aug 25, 2002 to Jan 25, 2003",,,Bandai Visual,"Funimation,       AN Entertainment",Shin-Ei Animation,Manga,"Comedy, Slice of Life",Shounen,26 min. per ep.,PG-13 - Teens 13 or older,22,Gag Humor
Kekkai Sensen & Beyond,Blood Blockade Battlefront & Beyond,7.78,516,1020,440,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,Sundays at 03:08 (JST),"Nihon Ad Systems,       Mainichi Broadcasting System,       TOHO animation,       Shueisha",Funimation,Bones,Manga,"Action, Fantasy",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"1,697","Super Power, Vampire"
Liang Bu Yi 2nd Season,No Doubt In Us 2nd Season,7.78,8703,1021,4,ONA,24,Finished Airing,"Oct 26, 2022 to Apr 19, 2023",,,"bilibili,       Paper Plane Animation Studio","None found, add some","None found, add some",Manga,"Comedy, Romance",,14 min. per ep.,PG-13 - Teens 13 or older,23,Historical
Macross F Movie 1: Itsuwari no Utahime,Macross Frontier: The False Songstress,7.78,4008,1022,31,Movie,1,Finished Airing,21-Nov-09,,,"Bandai Visual,       Big West,       KlockWorx,       Bandai Namco Games","None found, add some","Satelight,       8bit",Original,"Action, Romance, Sci-Fi",,1 hr. 59 min.,PG-13 - Teens 13 or older,58,"Mecha, Military, Music, Space"
Meitantei Conan Movie 12: Senritsu no Full Score,Detective Conan Movie 12: Full Score of Fear,7.78,3204,1023,48,Movie,1,Finished Airing,19-Apr-08,,,"Shogakukan-Shueisha Productions,       Tokyo Movie Shinsha,       Big Bang","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,1 hr. 56 min.,PG-13 - Teens 13 or older,24,Detective
Mind Game,,7.78,2292,1024,87,Movie,1,Finished Airing,07-Aug-04,,,Beyond C.,GKIDS,Studio 4°C,Manga,"Adventure, Avant Garde, Award Winning, Comedy, Romance",,1 hr. 43 min.,R - 17+ (violence & profanity),"1,130","Adult Cast, Psychological"
Saiyuuki Gaiden,,7.78,5652,1025,13,OVA,3,Finished Airing,"Mar 25, 2011 to Nov 25, 2011",,,"TV Tokyo,       Dentsu,       Frontier Works,       Hakuhodo DY Media Partners",Sentai Filmworks,Anpro,Manga,"Action, Adventure, Drama, Fantasy",Shounen,29 min. per ep.,R - 17+ (violence & profanity),74,Mythology
Seikai no Senki II,Banner of the Stars II,7.78,4499,1026,24,TV,10,Finished Airing,"Jul 11, 2001 to Sep 26, 2001",Summer 2001,Unknown,"Bandai Visual,       WOWOW","Funimation,       Bandai Entertainment",Sunrise,Light novel,"Action, Romance, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,123,"Military, Space"
Shiguang Dailiren Fanwai Pian: Biwu Zhaoqin,Link Click Episode 5.5,7.78,3540,1027,40,ONA,1,Finished Airing,28-May-21,,,"Haoliners Animation League,       bilibili,       BeDream","None found, add some",LAN Studio,Original,"Drama, Mystery, Supernatural, Suspense",,22 min.,PG-13 - Teens 13 or older,93,"Adult Cast, Time Travel"
Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,Mobile Suit Gundam Wing: Endless Waltz,7.78,2832,1028,60,Movie,1,Finished Airing,01-Aug-98,,,"Bandai Visual,       Sotsu",Bandai Entertainment,Sunrise,Original,"Action, Drama, Sci-Fi",,1 hr. 34 min.,PG-13 - Teens 13 or older,194,"Mecha, Military, Space"
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,,7.78,8873,1029,4,Movie,1,Finished Airing,19-Oct-19,,,"None found, add some","None found, add some",Toei Animation,Original,"Action, Fantasy",,1 hr. 12 min.,G - All Ages,17,Mahou Shoujo
Tomo-chan wa Onnanoko!,Tomo-chan Is a Girl!,7.78,579,1030,398,TV,13,Finished Airing,"Jan 5, 2023 to Mar 30, 2023",Winter 2023,Thursdays at 00:30 (JST),"Aniplex,       Seikaisha,       Crunchyroll,       INSPION Edge,       Three S Studio","None found, add some",Lay-duce,Web manga,"Comedy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,"2,897",School
Yuukoku no Moriarty OVA,Moriarty the Patriot OVA,7.78,3553,1031,40,OVA,2,Finished Airing,27-Apr-22,,,"Mainichi Broadcasting System,       Shueisha,       Yomiuri TV Enterprise,       Bandai Namco Arts,       Bandai Spirits","None found, add some",Production I.G,Manga,"Mystery, Suspense",Shounen,23 min. per ep.,R - 17+ (violence & profanity),158,"Adult Cast, Historical, Psychological"
Aria the Crepuscolo,,7.78,5804,1032,12,Movie,1,Finished Airing,05-Mar-21,,,Shochiku,"None found, add some",J.C.Staff,Manga,"Fantasy, Sci-Fi, Slice of Life",Shounen,1 hr.,PG-13 - Teens 13 or older,41,Iyashikei
Beastars 2nd Season,,7.78,511,1033,444,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",Winter 2021,Thursdays at 00:55 (JST),"Movic,       Fuji TV,       Bandai,       BS Fuji,       TOHO animation,       Q-Tec,       Akita Shoten,       Hakuhodo DY Media Partners,       Bandai Spirits,       Toho Music","None found, add some",Orange,Manga,"Drama, Suspense",Shounen,22 min. per ep.,R - 17+ (violence & profanity),"2,216","Anthropomorphic, Psychological, School"
Chuan Shu Zijiu Zhinan,Scumbag System,7.78,4908,1034,19,ONA,10,Finished Airing,"Sep 10, 2020 to Oct 1, 2020",,,"Tencent Penguin Pictures,       iQIYI,       Sony Music Solutions","None found, add some",Djinn Power,Web novel,"Comedy, Drama, Fantasy",,19 min. per ep.,R - 17+ (violence & profanity),515,"Historical, Isekai, Mythology"
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Clannad: After Story - Another World, Kyou Chapter",7.78,924,1035,265,Special,1,Finished Airing,01-Jul-09,,,Animation Do,Sentai Filmworks,Kyoto Animation,Visual novel,"Drama, Romance",,23 min.,PG-13 - Teens 13 or older,583,School
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,7.78,3163,1036,49,OVA,1,Finished Airing,24-Jul-09,,,"None found, add some","None found, add some",Sunrise,Original,Action,,1 hr. 56 min.,R - 17+ (violence & profanity),84,"Mecha, Military, Super Power"
Coquelicot-zaka kara,From Up on Poppy Hill,7.78,1179,1037,206,Movie,1,Finished Airing,16-Jul-11,,,Nippon Television Network,GKIDS,Studio Ghibli,Manga,"Award Winning, Romance",Shoujo,1 hr. 35 min.,G - All Ages,"1,212","Historical, School"
Digimon Adventure,Digimon: Digital Monsters,7.78,570,1038,404,TV,54,Finished Airing,"Mar 7, 1999 to Mar 26, 2000",Spring 1999,Sundays at 09:00 (JST),"Yomiko Advertising,       Fuji TV","Discotek Media,       Saban Entertainment,       Flatiron Film Company",Toei Animation,Other,"Action, Adventure, Comedy, Fantasy",Kids,24 min. per ep.,PG - Children,"5,405",Isekai
Free! Movie 5: The Final Stroke - Kouhen,,7.78,4040,1039,30,Movie,1,Finished Airing,22-Apr-22,,,ABC Animation,"None found, add some",Kyoto Animation,Original,Sports,,1 hr. 45 min.,PG-13 - Teens 13 or older,195,School
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Giant Robo the Animation: The Day the Earth Stood Still,7.78,4261,1040,27,OVA,7,Finished Airing,"Jul 23, 1992 to Jan 25, 1998",,,Bandai Visual,"Media Blasters,       Discotek Media,       NYAV Post,       Manga Entertainment",Phoenix Entertainment,Manga,"Action, Drama, Sci-Fi",Shounen,49 min. per ep.,PG-13 - Teens 13 or older,435,"Mecha, Super Power"
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,Legend of the Galactic Heroes: Die Neue These,7.78,2297,1041,86,TV,12,Finished Airing,"Apr 3, 2018 to Jun 26, 2018",Spring 2018,Tuesdays at 21:00 (JST),Shochiku,Funimation,Production I.G,Novel,"Drama, Sci-Fi",,25 min. per ep.,R - 17+ (violence & profanity),605,"Adult Cast, Military, Space"
Heike Monogatari,The Heike Story,7.78,2390,1042,81,TV,11,Finished Airing,"Jan 13, 2022 to Mar 24, 2022",Winter 2022,Thursdays at 01:05 (JST),"Dentsu,       Pony Canyon,       Fuji TV,       Asmik Ace,       BS Fuji,       bilibili",Funimation,Science SARU,Book,"Drama, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,680,"Historical, Samurai"
Innocence,Ghost in the Shell 2: Innocence,7.78,1447,1043,163,Movie,1,Finished Airing,06-Mar-04,,,"Bandai Visual,       Dentsu,       Kodansha,       d-rights,       Tokuma Shoten,       Nippon Television Network","Funimation,       Bandai Entertainment",Production I.G,Manga,"Action, Award Winning, Mystery, Sci-Fi",,1 hr. 39 min.,R - 17+ (violence & profanity),"1,053","Adult Cast, Detective, Mecha, Military, Psychological"
Jin-Rou,Jin-Roh: The Wolf Brigade,7.78,1320,1044,182,Movie,1,Finished Airing,03-Jun-00,,,"None found, add some","Bandai Entertainment,       Discotek Media",Production I.G,Manga,"Action, Award Winning, Drama, Romance, Suspense",,1 hr. 42 min.,R - 17+ (violence & profanity),"1,956","Adult Cast, Military, Psychological"
Akage no Anne,Anne of Green Gables,7.77,3839,1045,34,TV,50,Finished Airing,"Jan 7, 1979 to Dec 30, 1979",Winter 1979,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,Drama,,25 min. per ep.,G - All Ages,810,Historical
Break Blade Movie 3: Kyoujin no Ato,Broken Blade 3,7.77,2876,1046,59,Movie,1,Finished Airing,25-Sep-10,,,KlockWorx,Sentai Filmworks,"Production I.G,       Xebec",Manga,"Action, Fantasy",Shounen,47 min.,R - 17+ (violence & profanity),27,"Adult Cast, Mecha, Military"
Date A Live IV,,7.77,971,1047,253,TV,12,Finished Airing,"Apr 8, 2022 to Jun 24, 2022",Spring 2022,Fridays at 22:00 (JST),"AT-X,       Nippon Columbia,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa",Crunchyroll,Geek Toys,Light novel,"Action, Fantasy, Romance, Sci-Fi",,23 min. per ep.,R - 17+ (violence & profanity),"3,458","Harem, School"
Ginga Tetsudou 999,Galaxy Express 999,7.77,3594,1048,39,TV,113,Finished Airing,"Sep 14, 1978 to Mar 26, 1981",Fall 1978,Thursdays at 19:00 (JST),Fuji TV,Discotek Media,Toei Animation,Manga,"Adventure, Drama, Sci-Fi",,24 min. per ep.,G - All Ages,462,Space
Gochuumon wa Usagi desu ka??,Is the Order a Rabbit??,7.77,1709,1049,132,TV,12,Finished Airing,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 21:30 (JST),"Frontier Works,       AT-X,       Magic Capsule,       Bushiroad,       Showgate,       Houbunsha,       NBCUniversal Entertainment Japan,       i0+,       Hakuhodo DY Music & Pictures,       RAY",Sentai Filmworks,"Kinema Citrus,       White Fox",4-koma manga,Slice of Life,,23 min. per ep.,PG-13 - Teens 13 or older,865,"CGDCT, Iyashikei, Workplace"
Hadashi no Gen,Barefoot Gen,7.77,2994,1050,54,Movie,1,Finished Airing,21-Jul-83,,,"RCC Chugoku Broadcasting,       Streamline Pictures","Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,"Award Winning, Drama",Shounen,1 hr. 23 min.,PG-13 - Teens 13 or older,170,Historical
"Haikyuu!! vs. ""Akaten""",,7.77,2170,1051,94,OVA,1,Finished Airing,02-May-16,,,"None found, add some","None found, add some",Production I.G,Manga,Sports,Shounen,21 min.,PG-13 - Teens 13 or older,82,"School, Team Sports"
Hidamari Sketch x SP,,7.77,5409,1052,15,TV Special,2,Finished Airing,"Oct 30, 2011 to Nov 6, 2011",,,"Aniplex,       Lantis,       TBS,       Movic,       Houbunsha",Sentai Filmworks,Shaft,4-koma manga,Slice of Life,,24 min. per ep.,PG-13 - Teens 13 or older,13,"CGDCT, Iyashikei, School, Visual Arts"
Hoozuki no Reitetsu,Hozuki's Coolheadedness,7.77,1714,1053,132,TV,13,Finished Airing,"Jan 10, 2014 to Apr 4, 2014",Winter 2014,Fridays at 01:35 (JST),"Starchild Records,       Mainichi Broadcasting System,       Kodansha",Sentai Filmworks,Wit Studio,Manga,"Comedy, Fantasy",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"1,306",Mythology
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),The Garden of Sinners Chapter 2: A Study in Murder - Part 1,7.77,1007,1054,242,Movie,1,Finished Airing,29-Dec-07,,,Notes,Aniplex of America,ufotable,Light novel,"Action, Mystery, Romance, Supernatural, Suspense",,1 hr.,R - 17+ (violence & profanity),469,
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,,7.77,4967,1055,19,TV,373,Finished Airing,"Jun 16, 1996 to Dec 19, 2004",Summer 1996,Sundays at 19:00 (JST),"Asatsu DK,       Fuji TV","None found, add some",Gallop,Manga,Comedy,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,189,"Adult Cast, Detective, Gag Humor"
Lupin III: Part II,,7.77,3769,1056,35,TV,155,Finished Airing,"Oct 3, 1977 to Oct 6, 1980",Fall 1977,Mondays at 19:00 (JST),"VAP,       Animax,       Studio Jack","Discotek Media,       Geneon Entertainment USA,       Streamline Pictures",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Seinen,25 min. per ep.,PG-13 - Teens 13 or older,373,Adult Cast
Lupin the Third: Mine Fujiko to Iu Onna,Lupin the Third: The Woman Called Fujiko Mine,7.77,2744,1057,64,TV,13,Finished Airing,"Apr 5, 2012 to Jun 28, 2012",Spring 2012,Thursdays at 01:29 (JST),"Tohokushinsha Film Corporation,       Po10tial,       Nippon Television Network","Funimation,       Discotek Media",TMS Entertainment,Manga,"Action, Adventure, Award Winning, Comedy, Ecchi",Seinen,22 min. per ep.,R+ - Mild Nudity,498,"Adult Cast, Samurai"
Magic Kaito,,7.77,2532,1058,73,TV Special,12,Finished Airing,"Apr 17, 2010 to Dec 29, 2012",,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,354,
Princess Connect! Re:Dive Season 2,,7.77,1756,1059,127,TV,12,Finished Airing,"Jan 11, 2022 to Mar 29, 2022",Winter 2022,Tuesdays at 00:00 (JST),"WOWOW,       Nippon Columbia,       Tokyo MX,       BS11,       Cygames","None found, add some",CygamesPictures,Game,"Adventure, Comedy, Fantasy, Gourmet",,23 min. per ep.,PG-13 - Teens 13 or older,827,
Seitokai Yakuindomo Movie 2,,7.77,3922,1060,32,Movie,1,Finished Airing,01-Jan-21,,,"Glovision,       King Records",Sentai Filmworks,GoHands,4-koma manga,Comedy,Shounen,1 hr. 18 min.,R - 17+ (violence & profanity),51,"Gag Humor, School"
Shingeki no Kyojin: Chronicle,Attack on Titan: Chronicle,7.77,2268,1061,88,Movie,1,Finished Airing,17-Jul-20,,,"Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Techno Sound,       Pony Canyon Enterprises","None found, add some",Wit Studio,Manga,"Action, Drama, Suspense",Shounen,2 hr.,R - 17+ (violence & profanity),232,"Gore, Military, Survival"
Wu Dong Qian Kun 4th Season,Martial Universe 4th Season,7.77,12470,1062,1,ONA,12,Finished Airing,"Nov 25, 2023 to Dec 9, 2023",,,"None found, add some","None found, add some",DC Impression Vision,Novel,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,9,"Historical, Martial Arts"
Yuru Yuri Nachuyachumi!+,,7.77,2956,1063,56,TV Special,2,Finished Airing,"Aug 21, 2015 to Sep 18, 2015",,,"None found, add some","None found, add some",TYO Animations,Manga,"Comedy, Girls Love",,24 min. per ep.,PG-13 - Teens 13 or older,83,"CGDCT, Gag Humor"
Texhnolyze,,7.76,965,1064,254,TV,22,Finished Airing,"Apr 17, 2003 to Sep 25, 2003",Spring 2003,Thursdays at 03:28 (JST),"Group TAC,       Rondo Robe,       Fuji TV,       Pioneer LDC,       Geneon Entertainment USA",Funimation,Madhouse,Original,"Action, Drama, Sci-Fi, Suspense",,23 min. per ep.,R+ - Mild Nudity,"5,082","Adult Cast, Organized Crime, Psychological"
Tonikaku Kawaii: Joshikou-hen,TONIKAWA: Over The Moon For You - High School Days,7.76,2958,1065,56,ONA,4,Finished Airing,"Jul 12, 2023 to Aug 23, 2023",,,"Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"Comedy, Romance",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,155,
Tsuki ga Michibiku Isekai Douchuu 2nd Season,Tsukimichi: Moonlit Fantasy Season 2,7.76,1161,1066,210,TV,25,Currently Airing,"Jan 8, 2024 to Jun 24, 2024",Winter 2024,Mondays at 23:00 (JST),"Mainichi Broadcasting System,       Nippon Television Network,       Tokyo MX,       Medicos Entertainment,       DMM.com,       A-Sketch,       BS NTV,       AQUA ARIS,       NetEase,       CTW,       AlphaPolis","None found, add some",J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"1,927",Isekai
Turn A Gundam,∀ Gundam,7.76,3157,1067,49,TV,50,Finished Airing,"Apr 9, 1999 to Apr 14, 2000",Spring 1999,Fridays at 17:00 (JST),"Sotsu,       Fuji TV,       Nakamura Production",Nozomi Entertainment,Sunrise,Original,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"1,050","Mecha, Military, Space"
Wan Sheng Jie 4,All Saints Street 4,7.76,8515,1068,5,ONA,12,Finished Airing,"Jul 5, 2023 to Jul 15, 2023",,,Tencent Penguin Pictures,"None found, add some","Fenz,       HMCH",Web manga,"Comedy, Fantasy",,4 min. per ep.,PG-13 - Teens 13 or older,19,Mythology
Zan Sayonara Zetsubou Sensei Bangaichi,,7.76,3524,1069,40,OVA,2,Finished Airing,"Nov 17, 2009 to Feb 17, 2010",,,"None found, add some","None found, add some",Shaft,Manga,Comedy,Shounen,26 min. per ep.,R - 17+ (violence & profanity),35,"Gag Humor, Parody, School"
Akagami no Shirayuki-hime,Snow White with the Red Hair,7.76,302,1070,680,TV,12,Finished Airing,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,Tuesdays at 00:00 (JST),"Hakusensha,       Warner Bros. Japan,       KlockWorx,       Showgate,       BS Fuji,       Docomo Anime Store,       Hakuhodo DY Media Partners",Funimation,Bones,Manga,"Drama, Fantasy, Romance",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"7,771",Medical
Bishoujo Senshi Sailor Moon Crystal Season III,Pretty Guardian Sailor Moon Crystal Season III,7.76,2806,1071,61,TV,13,Finished Airing,"Apr 4, 2016 to Jun 27, 2016",Spring 2016,Mondays at 23:00 (JST),"Starchild Records,       Kodansha",VIZ Media,Toei Animation,Manga,"Fantasy, Romance",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,361,"Mahou Shoujo, Mythology"
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,Cardcaptor Sakura: Clear Card Prologue – Sakura and the Two Bears,7.76,3396,1072,43,OVA,1,Finished Airing,13-Sep-17,,,NHK,"None found, add some",Madhouse,Manga,"Fantasy, Romance",Shoujo,26 min.,G - All Ages,88,Mahou Shoujo
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.76,5754,1073,13,TV Special,1,Finished Airing,26-Dec-14,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,1 hr. 31 min.,PG-13 - Teens 13 or older,8,Detective
Fanren Xiu Xian Chuan 3rd Season,A Record of Mortal's Journey to Immortality Season 3,7.76,13120,1074,1,ONA,48,Currently Airing,"Nov 25, 2023 to ?",,,"None found, add some","None found, add some","Original Force,       Wonder Cat Animation",Web novel,"Action, Adventure, Fantasy",,20 min. per ep.,PG-13 - Teens 13 or older,12,"Historical, Martial Arts"
Gochuumon wa Usagi desu ka?? Sing for You,Is the Order a Rabbit?? OVA,7.76,4326,1075,26,OVA,1,Finished Airing,26-Sep-19,,,"None found, add some","None found, add some",production doA,4-koma manga,Slice of Life,,25 min.,PG-13 - Teens 13 or older,92,"CGDCT, Iyashikei, Workplace"
High Score Girl,Hi Score Girl,7.76,942,1076,260,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018",Summer 2018,Saturdays at 00:30 (JST),"Square Enix,       Warner Bros. Japan,       KlockWorx,       Good Smile Company","None found, add some",J.C.Staff,Manga,Comedy,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"2,845","Love Polygon, Romantic Subtext, School, Video Game"
Love Live! School Idol Project 2nd Season,Love Live! School Idol Project 2,7.76,941,1077,260,TV,13,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",Spring 2014,Sundays at 22:30 (JST),"Bandai Visual,       Lantis,       Bushiroad","NIS America, Inc.",Sunrise,Other,"Award Winning, Slice of Life",,23 min. per ep.,PG-13 - Teens 13 or older,"2,731","Idols (Female), Music, School"
Lupin III vs. Meitantei Conan,Lupin III vs. Detective Conan,7.76,3731,1078,36,TV Special,1,Finished Airing,27-Mar-09,,,Tokyo Movie Shinsha,Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",Shounen,1 hr. 45 min.,PG-13 - Teens 13 or older,44,
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,One Piece: Baron Omatsuri and the Secret Island,7.76,1981,1079,108,Movie,1,Finished Airing,05-Mar-05,,,"Fuji TV,       Fujipacific Music","None found, add some",Toei Animation,Manga,"Action, Adventure, Drama, Fantasy",Shounen,1 hr. 31 min.,PG-13 - Teens 13 or older,439,
